"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"	"metadata"
"ENSMUSG00000045275"	119	5	46	34	6	112	31	12	6610	117	6	41	3	54	32	6	5562	93	10	42	52	3	68	51	9	6442	"Lca5l Leber congenital amaurosis 5-like"
"ENSMUSG00000045284"	1190	19	69	124	170	31	10	33	140	911	5	127	176	14	29	20	191	1164	10	51	64	332	17	4	16	146	"Dcaf12l1 DDB1 and CUL4 associated factor 12-like 1"
"ENSMUSG00000045294"	1224	1887	288	549	8122	943	396	332	342	1005	1200	680	10175	1505	530	422	364	794	758	272	397	7671	663	657	305	308	"Insig1 insulin induced gene 1"
"ENSMUSG00000045322"	32	68	5	21	2	60	15	804	25	31	54	41	14	38	10	1821	95	41	101	38	22	18	119	15	1391	9	"Tlr9 toll-like receptor 9"
"ENSMUSG00000045328"	60	665	46	91	9	64	10	591	4329	75	587	62	20	96	24	759	3975	54	500	68	58	29	46	36	1215	3077	"Cenpe centromere protein E"
"ENSMUSG00000045348"	1264	255	18	56	2	18	3	30	48	1511	179	75	12	22	14	29	64	2014	326	30	127	3	47	7	36	28	"Nyap1 neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1"
"ENSMUSG00000045349"	930	25	7	6	18	7	5	33	76	1685	17	7	13	6	6	25	62	1401	37	8	16	9	18	26	76	102	"Sh2d5 SH2 domain containing 5"
"ENSMUSG00000045362"	0	27	46	47	18	116	16	402	1	1	26	56	37	134	7	411	1	3	41	51	34	24	79	18	276	0	"Tnfrsf26 tumor necrosis factor receptor superfamily, member 26"
"ENSMUSG00000045377"	17	53	1018	100	130	188	161	80	21	29	77	89	86	205	103	69	30	46	107	1503	64	65	232	310	77	15	"Tmem88 transmembrane protein 88"
"ENSMUSG00000045382"	46	229	500	83	37	1572	101	3230	152	20	146	58	18	905	85	1127	52	37	339	501	34	18	1323	84	2580	115	"Cxcr4 chemokine (C-X-C motif) receptor 4"
"ENSMUSG00000045394"	4	23758	7	1531	32	1100	0	61	859	7	30271	1660	46	1398	4	96	887	5	19019	0	1724	38	999	0	46	861	"Epcam epithelial cell adhesion molecule"
"ENSMUSG00000045466"	411	209	111	168	177	186	312	510	3520	584	220	165	241	214	591	492	3825	554	295	110	205	259	200	186	423	5128	"Zfp956 zinc finger protein 956"
"ENSMUSG00000045467"	20	7	2	46	45	31	2	19	15087	20	15	50	26	24	12	8	13370	20	2	8	111	21	31	11	11	17257	"Ttll13 tubulin tyrosine ligase-like family, member 13"
"ENSMUSG00000045498"	266	4	16	4	2	54	8	7	96	122	2	7	2	38	6	3	42	194	4	21	14	3	107	4	5	106	"Pcdhb3 protocadherin beta 3"
"ENSMUSG00000045502"	2	7	0	3	5	144	85	116	1	0	2	2	12	113	6	200	1	3	10	4	2	9	88	44	375	0	"Hcar2 hydroxycarboxylic acid receptor 2"
"ENSMUSG00000045534"	34	6	696	10	0	7	129	4	3	84	8	30	0	9	143	5	6	38	8	875	14	0	22	347	2	8	"Kcna5 potassium voltage-gated channel, shaker-related subfamily, member 5"
"ENSMUSG00000045551"	24	5	5	1	59	310	1	54	2	9	12	1	94	213	0	145	1	35	12	8	0	68	136	0	133	0	"Fpr1 formyl peptide receptor 1"
"ENSMUSG00000045573"	884	31	903	17	1	79	472	48	3439	2346	63	56	0	41	308	46	3995	694	157	684	64	3	72	354	53	4186	"Penk preproenkephalin"
"ENSMUSG00000045594"	520	677	392	5059	450	564	153	575	417	493	1042	5882	721	407	132	659	519	434	618	412	3579	467	376	109	473	242	"Glb1 galactosidase, beta 1"
"ENSMUSG00000045613"	969	235	2559	2	2	349	1	8	4	386	156	0	0	212	4	7	4	358	233	1486	0	0	372	7	17	6	"Chrm2 cholinergic receptor, muscarinic 2, cardiac"
"ENSMUSG00000045667"	31	36	583	484	18	537	19380	21	168	23	76	411	15	470	21021	16	141	14	60	463	405	3	609	10826	30	367	"Smtnl2 smoothelin-like 2"
"ENSMUSG00000045725"	15	2584	94	171	4	108	63	19	298	19	4062	274	4	71	25	10	276	24	3199	30	350	0	62	15	8	392	"Prr15 proline rich 15"
"ENSMUSG00000045733"	3041	2	138	1	56	26	14	1	38	3595	8	2	44	3	35	3	16	4510	8	85	0	24	8	15	4	17	"Sprn shadow of prion protein"
"ENSMUSG00000045763"	6971	137	71	22	28	119	80	406	685	5773	264	42	36	128	100	375	727	7274	372	170	16	35	99	69	364	762	"Basp1 brain abundant, membrane attached signal protein 1"
"ENSMUSG00000045775"	31	3298	9	331	46	24	7	115	53	38	3558	330	125	18	4	136	54	31	1853	21	147	118	25	22	92	76	"Slc16a5 solute carrier family 16 (monocarboxylic acid transporters), member 5"
"ENSMUSG00000045776"	17	0	12316	18	139	8	1309	0	7	14	0	4	484	4	1806	0	6	15	0	8177	16	103	25	1332	0	15	"Lrtm1 leucine-rich repeats and transmembrane domains 1"
"ENSMUSG00000045790"	1473	58	233	154	164	204	73	41	32	1324	96	147	118	163	85	29	39	1772	161	161	226	126	226	91	35	34	"Ccdc149 coiled-coil domain containing 149"
"ENSMUSG00000045822"	225	204	74	78	54	142	89	139	1672	190	163	71	71	98	85	124	1336	199	178	81	91	47	129	131	150	1627	"Zswim3 zinc finger SWIM-type containing 3"
"ENSMUSG00000045903"	626	16	12	4	0	11	13	35	51	492	22	4	1	5	4	24	73	587	6	8	2	0	28	0	43	61	"Npas4 neuronal PAS domain protein 4"
"ENSMUSG00000045915"	7	2	0	1	0	68	1	3	3212	39	3	1	0	60	9	11	3670	9	6	34	56	3	149	4	27	3883	"Ccdc42 coiled-coil domain containing 42"
"ENSMUSG00000045930"	96	165	2179	403	874	10868	429	347	45	70	131	386	507	8705	224	172	16	52	114	2029	254	479	9928	306	424	34	"Clec14a C-type lectin domain family 14, member a"
"ENSMUSG00000045934"	129	197	147	1258	50	128	86	50	127	123	341	1658	44	134	143	74	146	121	233	221	1541	26	152	139	57	106	"Mtmr11 myotubularin related protein 11"
"ENSMUSG00000045954"	213	348	8824	429	581	13752	2229	1292	116	177	328	771	432	11167	1974	1138	71	121	469	7905	655	452	15050	2992	1468	70	"Cavin2 caveolae associated 2"
"ENSMUSG00000045991"	268	6379	23	0	6020	8	1	8	13	152	4400	1	3544	0	5	1	5	141	5491	8	0	4272	4	0	3	17	"Onecut2 one cut domain, family member 2"
"ENSMUSG00000046006"	0	30	7	3	0	42	2	270	36	1	28	4	4	67	4	205	44	0	14	21	2	3	43	7	97	11	"Gapt Grb2-binding adaptor, transmembrane"
"ENSMUSG00000046070"	2	4	23	281	5519	8	82	18	62	1	23	178	5147	8	137	11	74	0	66	17	268	5400	44	142	11	45	"Igfals insulin-like growth factor binding protein, acid labile subunit"
"ENSMUSG00000046093"	15933	33	2	36	1	404	5	0	562	24690	37	26	0	245	90	0	737	25941	95	0	42	6	148	44	0	547	"Hpcal4 hippocalcin-like 4"
"ENSMUSG00000046159"	1283	68	53	99	24	80	22	11	5	1157	62	95	15	47	25	16	0	1405	112	25	81	53	108	26	15	4	"Chrm3 cholinergic receptor, muscarinic 3, cardiac"
"ENSMUSG00000046168"	36	18	32	46	27	436	8	21	27	34	8	23	39	209	12	47	8	28	8	17	10	15	159	11	23	30	"Kcnrg potassium channel regulator"
"ENSMUSG00000046182"	949	7	327	14	29	128	9	5	25	1514	6	10	10	52	9	2	35	1411	14	183	2	9	233	40	3	23	"Gsg1l GSG1-like"
"ENSMUSG00000046186"	60	18	175	17	0	52	61	4	1598	71	11	41	0	24	142	3	1022	44	37	386	12	0	56	223	9	1158	"Cd109 CD109 antigen"
"ENSMUSG00000046192"	32	3	9	3	1	147	2	0	5985	55	0	1	0	122	5	0	4880	35	0	0	12	0	78	15	1	4693	"Iqub IQ motif and ubiquitin domain containing"
"ENSMUSG00000046240"	2008	10	2	3	1	391	0	2	1230	1160	12	6	1	39	7	2	796	1211	0	0	6	0	82	0	1	702	"Hepacam hepatocyte cell adhesion molecule"
"ENSMUSG00000046275"	15	48	88	38	7	211	896	37	24	10	54	139	11	182	111	36	12	14	99	157	127	6	475	2364	45	25	"Trarg1 trafficking regulator of GLUT4 (SLC2A4) 1"
"ENSMUSG00000046321"	394	5	0	0	0	0	0	123	45	513	6	0	0	0	2	110	45	569	19	0	0	0	0	0	145	49	"Hs3st2 heparan sulfate (glucosamine) 3-O-sulfotransferase 2"
"ENSMUSG00000046338"	26	14	18	83	50	17	3	35	2054	13	12	40	128	3	4	22	2121	9	2	4	73	44	11	4	15	2285	"Gpat2 glycerol-3-phosphate acyltransferase 2, mitochondrial"
"ENSMUSG00000046352"	215	535	2	3669	13212	132	1	15	9	97	610	3802	15653	85	14	16	6	110	1090	0	3440	14255	78	44	7	4	"Gjb2 gap junction protein, beta 2"
"ENSMUSG00000046413"	8	0	7	38	0	89	681	0	1	1	0	20	1	73	190	0	6	0	0	8	34	0	89	566	1	2	"NA NA"
"ENSMUSG00000046442"	6453	76	327	144	5	46	16	207	420	6300	43	100	4	61	37	175	301	7594	78	208	44	15	32	15	245	348	"Ppm1e protein phosphatase 1E (PP2C domain containing)"
"ENSMUSG00000046447"	20058	1309	859	3172	3536	972	272	535	1830	21737	1956	2326	2335	1064	383	443	1917	24561	1590	764	2882	3511	1562	274	375	1074	"Camk2n1 calcium/calmodulin-dependent protein kinase II inhibitor 1"
"ENSMUSG00000046449"	1230	20	18	13	4	177	3	16	111	1061	5	16	0	179	9	16	54	1113	2	4	8	3	110	0	6	87	"Nexmif neurite extension and migration factor"
"ENSMUSG00000046456"	17	1294	7	6	2	44	6	62	8	26	1176	10	7	38	7	108	2	23	1016	8	4	9	38	4	92	6	"Tmem150b transmembrane protein 150B"
"ENSMUSG00000046470"	50	81	933	259	128	1025	204	282	71	36	59	138	143	1105	155	181	38	52	143	1906	250	97	2550	533	267	45	"Sox18 SRY (sex determining region Y)-box 18"
"ENSMUSG00000046480"	2396	7	744	733	1	32	22583	119	5	1877	15	755	2	24	26563	54	2	867	45	637	1066	3	49	23976	43	4	"Scn4b sodium channel, type IV, beta"
"ENSMUSG00000046589"	1	21	16	19	11	330	7	3	62	1	23	24	5	195	6	9	39	5	50	21	34	12	272	26	4	78	"Lrrc8e leucine rich repeat containing 8 family, member E"
"ENSMUSG00000046637"	59	3	7	3	1	158	10	2	424	59	2	2	0	85	2	0	1265	89	0	0	0	6	117	0	1	448	"Ttc34 tetratricopeptide repeat domain 34"
"ENSMUSG00000046687"	50	16	9	4211	4792	42	5	39	294	36	14	3938	11155	33	4	59	107	47	43	38	6083	12095	39	4	40	278	"Gm5424 argininosuccinate synthase pseudogene"
"ENSMUSG00000046694"	5	24	88	134	1	522	23	5	342	2	34	59	2	217	10	1	1013	5	91	234	133	0	580	47	4	320	"Tent5b terminal nucleotidyltransferase 5B"
"ENSMUSG00000046709"	9740	23	514	27	1	28	6	6	1729	9219	20	23	0	37	67	4	1483	9669	27	327	24	3	55	18	4	2434	"Mapk10 mitogen-activated protein kinase 10"
"ENSMUSG00000046718"	25	210	673	175	4808	695	170	999	135	40	940	234	5065	1765	269	1149	115	6	665	887	240	4718	714	190	775	102	"Bst2 bone marrow stromal cell antigen 2"
"ENSMUSG00000046719"	623	5	14	46	0	73	8	5	82	485	6	38	1	101	11	14	59	777	6	8	28	0	72	11	4	28	"Nxph3 neurexophilin 3"
"ENSMUSG00000046733"	1	743	48	65	12	11622	79	6	149	2	794	105	12	9354	12	6	4	2	533	68	64	165	14533	44	4	100	"Gprc5a G protein-coupled receptor, family C, group 5, member A"
"ENSMUSG00000046782"	29	23	0	1	110	140	1	1	4725	2	17	6	77	143	0	24	3843	3	21	0	12	59	93	7	0	2928	"Ttc6 tetratricopeptide repeat domain 6"
"ENSMUSG00000046794"	35	197	449	61	2613	178	64	135	25	36	96	203	4971	162	70	93	34	24	198	501	129	5582	155	861	101	25	"Ppp1r3b protein phosphatase 1, regulatory subunit 3B"
"ENSMUSG00000046814"	29	78	274	558	3727	112	33	22	65	2	509	435	3994	20	0	8	17	2	35	136	487	2010	82	84	10	17	"Gchfr GTP cyclohydrolase I feedback regulator"
"ENSMUSG00000046818"	320	112	78	164	10	60	15491	6	378	380	23	241	28	65	11953	8	481	350	81	119	195	3	57	5612	6	516	"Ddit4l DNA-damage-inducible transcript 4-like"
"ENSMUSG00000046826"	0	92	0	147	93	72	1	3	5099	4	203	129	113	109	12	6	5177	2	120	4	109	44	51	0	6	5848	"Fam187b family with sequence similarity 187, member B"
"ENSMUSG00000046840"	0	69	0	194	330	1	0	0	0	0	142	310	403	0	0	0	0	0	116	0	153	162	0	0	0	0	"Hnf4aos hepatic nuclear factor 4 alpha, opposite strand"
"ENSMUSG00000046844"	2610	44	16	1	0	5	42	1	31	2031	32	8	0	4	37	0	30	1237	35	0	2	3	3	47	1	23	"Vat1l vesicle amine transport protein 1 like"
"ENSMUSG00000046908"	3	353	14	7	33	43	10	46	1	1	378	8	28	35	6	22	2	2	378	8	2	18	47	7	48	4	"Ltb4r1 leukotriene B4 receptor 1"
"ENSMUSG00000046916"	9	48	1691	143	177	1546	211	210	13	5	48	141	99	1316	201	61	1	0	60	2021	109	100	1189	365	126	9	"Myct1 myc target 1"
"ENSMUSG00000046934"	12	44	205	17	10	51	28	5	4579	6	9	1	4	3	21	2	6615	92	159	178	218	76	8	744	7	6147	"Csl citrate synthase like"
"ENSMUSG00000046959"	52	36	28	8844	7845	36	26	83	13	73	12	5004	11131	13	16	65	4	52	19	13	11995	10450	10	29	386	2	"Slc26a1 solute carrier family 26 (sulfate transporter), member 1"
"ENSMUSG00000046991"	48	7	14	31	21	67	17	4	793	66	17	38	28	68	27	8	881	61	14	21	44	3	53	22	4	813	"Wdr27 WD repeat domain 27"
"ENSMUSG00000046997"	64	8	83	334	459	10	24	0	15	35	34	481	140	10	24	2	31	38	17	51	550	109	10	15	1	32	"Spsb4 splA/ryanodine receptor domain and SOCS box containing 4"
"ENSMUSG00000047003"	239	139	129	117	103	213	238	200	1943	188	83	92	84	210	209	218	1980	222	122	204	97	50	176	113	214	2349	"Zfp41 zinc finger protein 41"
"ENSMUSG00000047021"	160	17	0	136	0	1754	0	1	19328	486	9	107	1	1078	16	0	20435	295	23	0	169	3	1397	26	1	18178	"Cfap65 cilia and flagella associated protein 65"
"ENSMUSG00000047040"	13	2627	18	2325	32	1077	7	5	109	6	3754	1883	12	958	6	4	161	11	2505	8	2004	18	1186	0	5	78	"Prr15l proline rich 15-like"
"ENSMUSG00000047115"	41	42	16	18	5	203	22	16	487	33	69	37	8	208	12	31	403	64	81	34	30	3	173	36	16	622	"Fam221a family with sequence similarity 221, member A"
"ENSMUSG00000047141"	906	409	477	424	759	490	1116	442	15249	602	220	302	333	335	954	472	12394	602	198	331	352	564	351	474	465	11778	"Zfp654 zinc finger protein 654"
"ENSMUSG00000047180"	7	9265	297	145	187	608	78	1973	11	11	9448	219	272	966	62	2809	8	8	6439	374	151	129	373	84	1248	6	"Neurl3 neuralized E3 ubiquitin protein ligase 3"
"ENSMUSG00000047193"	1610	133	184	943	273	522	174	275	5739	1019	133	772	140	523	131	201	5018	794	132	140	548	253	306	135	160	4365	"Dync2h1 dynein cytoplasmic 2 heavy chain 1"
"ENSMUSG00000047227"	111	24	81	25	49	50	44	40	1059	63	22	27	10	42	50	22	931	69	0	68	16	29	35	26	21	847	"Gm527 predicted gene 527"
"ENSMUSG00000047228"	202	20	0	5	1016	416	0	0	16	107	18	0	282	227	0	0	7	183	0	0	0	68	113	0	0	2	"A2ml1 alpha-2-macroglobulin like 1"
"ENSMUSG00000047230"	13	3264	0	11841	4938	30	2	0	3	157	1227	11849	3483	11	1	0	3	49	1363	0	12055	3193	7	0	0	4	"Cldn2 claudin 2"
"ENSMUSG00000047246"	84	35	129	75	40	112	777	64	10	83	46	52	28	98	633	78	1	55	10	81	30	12	76	460	89	4	"H2bc6 H2B clustered histone 6"
"ENSMUSG00000047261"	4378	31	12	0	0	362	5	4	3	4097	45	1	0	316	22	4	16	4820	93	13	4	21	275	7	1	17	"Gap43 growth associated protein 43"
"ENSMUSG00000047281"	7	341	14	3	0	11	9	91	4	15	1680	60	15	124	20	290	8	3	238	13	12	3	21	7	54	4	"Sfn stratifin"
"ENSMUSG00000047342"	433	12	71	26	5	68	36	45	690	351	22	31	2	61	94	31	692	448	8	51	30	3	54	120	36	859	"Zfp286 zinc finger protein 286"
"ENSMUSG00000047361"	173	13	0	3	0	231	73	5	3623	191	6	10	0	228	67	4	3770	196	4	8	16	0	151	55	3	4286	"Gm973 predicted gene 973"
"ENSMUSG00000047369"	85	20	35	15	11	34	8	65	8076	39	20	17	2	24	10	29	5326	28	23	25	22	0	13	22	46	5305	"Dnah14 dynein, axonemal, heavy chain 14"
"ENSMUSG00000047414"	2186	29	564	156	128	376	447	137	188	2022	34	105	8	188	298	204	138	2052	52	344	50	29	242	339	168	182	"Flrt2 fibronectin leucine rich transmembrane protein 2"
"ENSMUSG00000047419"	130	18	12371	16	0	156	149758	39	3	175	14	16	2	238	136001	36	12	124	12	7990	14	0	165	66695	40	81	"Cmya5 cardiomyopathy associated 5"
"ENSMUSG00000047446"	876	1628	829	808	681	765	1207	568	11506	844	1664	635	588	696	1116	376	10158	855	1190	701	582	505	534	1120	838	12854	"Arl4a ADP-ribosylation factor-like 4A"
"ENSMUSG00000047497"	19	80	230	54	18	104	602	25	36	14	46	51	12	61	526	39	22	14	27	301	40	3	59	347	21	26	"Adamts12 a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12"
"ENSMUSG00000047501"	0	1827	0	206	1	109	0	3	3	0	1180	376	2	79	0	3	3	0	1159	0	431	0	66	0	1	8	"Cldn4 claudin 4"
"ENSMUSG00000047502"	100	29	14	338	4	11	2	19	6558	214	288	445	19	5	6	46	10367	381	58	4	540	12	12	0	26	7023	"Mroh7 maestro heat-like repeat family member 7"
"ENSMUSG00000047528"	1	118	2	33	2	5	22	22	2720	2	284	55	11	19	17	26	3001	0	95	0	20	3	2	18	17	2474	"Flacc1 flagellum associated containing coiled-coil domains 1"
"ENSMUSG00000047565"	4	1	37	6	0	39	2	1	377	7	0	2	0	0	2	0	403	8	39	55	139	0	3	26	2	410	"Acot10 acyl-CoA thioesterase 10"
"ENSMUSG00000047638"	1	1321	37	5554	5472	16	9	3	11	2	501	3806	4418	1	5	3	13	2	483	64	5815	7195	5	0	3	6	"Nr1h4 nuclear receptor subfamily 1, group H, member 4"
"ENSMUSG00000047648"	282	484	756	394	706	966	583	378	8081	177	290	401	360	886	753	378	7055	182	240	713	334	502	846	635	916	7745	"Fbxo30 F-box protein 30"
"ENSMUSG00000047658"	626	1	143	3	0	25	0	5	83	723	2	5	0	6	7	4	91	882	2	144	8	0	21	0	3	78	"Gal3st3 galactose-3-O-sulfotransferase 3"
"ENSMUSG00000047669"	261	24	64	22	23	276	15	74	2104	197	32	19	43	277	21	66	1948	214	39	72	30	9	260	40	52	1975	"Msl3l2 MSL3 like 2"
"ENSMUSG00000047728"	0	956	0	860	4816	0	0	0	0	0	1188	1025	3976	0	0	0	0	0	731	0	979	2324	0	0	0	0	"Ly6g2 lymphocyte antigen 6 complex, locus G2"
"ENSMUSG00000047730"	2	45158	0	175	13	136	0	10	10	3	63058	403	11	67	0	17	28	3	32540	0	427	12	81	0	3	13	"Fcgbp Fc fragment of IgG binding protein"
"ENSMUSG00000047746"	36	2	5547	2810	7	23	21989	19	30	17	0	1507	28	38	24873	13	19	3	6	4428	2063	62	41	10997	20	26	"Fbxo40 F-box protein 40"
"ENSMUSG00000047747"	1463	61	417	53	23	458	3687	287	31	1997	92	115	49	460	5202	393	57	1991	31	335	12	24	474	2091	352	40	"Rnf150 ring finger protein 150"
"ENSMUSG00000047773"	144	1	0	0	0	77	1	0	141	230	0	0	0	44	5	0	113	76	0	0	4	0	13	0	0	233	"Ankfn1 ankyrin-repeat and fibronectin type III domain containing 1"
"ENSMUSG00000047777"	347	244	182	216	290	300	290	268	3327	291	259	272	309	318	236	227	3523	356	229	208	272	173	381	314	198	3968	"Phf13 PHD finger protein 13"
"ENSMUSG00000047797"	428	1377	0	893	36621	46	5	0	0	243	854	1018	33201	15	2	0	0	119	1208	0	1053	29919	12	4	2	0	"Gjb1 gap junction protein, beta 1"
"ENSMUSG00000047798"	5	118	2	5	18	358	2	508	4	11	186	2	38	212	4	882	9	5	163	0	4	15	308	4	534	4	"Cd300lf CD300 molecule like family member F"
"ENSMUSG00000047822"	1	81	5	16	959	26	7	5	16	6	120	21	1524	22	6	9	25	8	134	0	32	2841	45	66	6	2	"Angptl8 angiopoietin-like 8"
"ENSMUSG00000047842"	4884	29	14	1	0	148	7	156	144	5242	9	3	0	156	27	91	121	6311	27	25	6	0	133	7	119	100	"Diras2 DIRAS family, GTP-binding RAS-like 2"
"ENSMUSG00000047875"	66	215	822	30	117	119	2219	200	64	70	280	47	232	139	2638	341	71	63	188	654	40	156	144	1711	157	59	"Gpr157 G protein-coupled receptor 157"
"ENSMUSG00000047880"	2	122	9	2	12	156	6	3944	92	1	137	6	12	366	6	3136	114	2	366	8	6	6	118	7	2621	70	"Cxcr5 chemokine (C-X-C motif) receptor 5"
"ENSMUSG00000047904"	372	13	0	1	42	21	1	1	13	485	9	3	32	43	6	4	21	538	17	0	0	53	96	0	3	13	"Sstr2 somatostatin receptor 2"
"ENSMUSG00000047988"	71	1	14	3	10	10	7	20	554	127	6	7	9	34	14	36	466	99	12	51	14	9	39	29	34	528	"4933428G20Rik RIKEN cDNA 4933428G20 gene"
"ENSMUSG00000048029"	48	5	0	14	10	291	1	5	1565	57	2	9	4	302	1	4	1839	46	10	0	6	12	178	0	1	1103	"Eno4 enolase 4"
"ENSMUSG00000048038"	144	39	5	1	2	1170	19	0	5224	317	28	3	1	672	17	0	5078	63	50	4	20	0	439	15	1	5566	"Ccdc187 coiled-coil domain containing 187"
"ENSMUSG00000048040"	851	8	12	10	5	145	181	27	93	328	5	26	1	199	29	14	75	312	27	21	14	0	104	361	12	85	"Arxes2 adipocyte-related X-chromosome expressed sequence 2"
"ENSMUSG00000048065"	29	13	113	2	6	9	181	4	363	8	6	9	9	1	146	4	287	6	12	98	2	0	7	146	5	291	"Cyb5r2 cytochrome b5 reductase 2"
"ENSMUSG00000048078"	3136	69	32	96	5	54	420	256	374	3132	66	120	10	25	80	137	303	3485	78	4	169	0	39	241	74	473	"Tenm4 teneurin transmembrane protein 4"
"ENSMUSG00000048087"	14	52	18	131	982	9	17	25	12	4	23	56	441	4	9	9	14	9	45	0	189	458	4	7	11	13	"Gm4737 predicted gene 4737"
"ENSMUSG00000048138"	32	0	0	85	7	74	232	3	13	13	0	98	11	29	175	2	17	17	4	0	42	6	29	248	6	15	"Dmrt2 doublesex and mab-3 related transcription factor 2"
"ENSMUSG00000048142"	9073	10	41	7	2	68	287	160	76	5864	11	127	4	27	51	105	67	7441	19	21	85	21	91	2003	198	78	"Nat8l N-acetyltransferase 8-like"
"ENSMUSG00000048148"	1488	4	5	7	0	120	22	19	106	2068	0	3	0	98	148	18	67	1638	4	0	0	0	46	22	24	91	"Nwd1 NACHT and WD repeat domain containing 1"
"ENSMUSG00000048215"	40	20	2	1	0	34	1	494	78	32	37	2	4	44	0	338	14	60	31	0	4	0	13	0	133	125	"A630023P12Rik RIKEN cDNA A630023P12 gene"
"ENSMUSG00000048217"	1	1033	2	0	2040	6	0	10	125	1	969	0	2764	4	0	8	120	3	1074	0	2	2001	1	0	5	129	"Nags N-acetylglutamate synthase"
"ENSMUSG00000048240"	1663	24	16	27	13	54	142	46	71	3049	29	47	37	42	143	42	54	2474	29	38	32	3	91	135	48	79	"Gng7 guanine nucleotide binding protein (G protein), gamma 7"
"ENSMUSG00000048327"	23	475	58	18	5	89	14	445	2809	6	257	21	20	58	11	316	2261	14	299	115	60	18	59	15	1006	2105	"Ckap2l cytoskeleton associated protein 2-like"
"ENSMUSG00000048329"	1	529	12	36	2	88	6	6	272	1	572	30	4	104	4	1	279	2	417	17	24	0	57	22	5	354	"Mfsd6l major facilitator superfamily domain containing 6-like"
"ENSMUSG00000048330"	2568	116	94	46	21	122	218	18	552	2385	51	70	22	100	143	42	454	2382	70	89	70	9	77	157	26	450	"Ric3 RIC3 acetylcholine receptor chaperone"
"ENSMUSG00000048388"	7943	75	205	19	1404	153	141	32	59	8442	116	10	56	62	137	41	21	7238	45	136	12	18	21	51	12	6	"Fam171b family with sequence similarity 171, member B"
"ENSMUSG00000048416"	15	8	5040	1	5	267	17485	11	12978	35	9	3	6	418	14554	8	12997	21	4	3447	40	3	151	11669	13	14176	"Mlf1 myeloid leukemia factor 1"
"ENSMUSG00000048440"	68	5050	101	62	35	180	40	316	18	83	4930	93	51	260	39	626	22	38	3368	119	60	59	187	51	471	21	"Cyp4f16 cytochrome P450, family 4, subfamily f, polypeptide 16"
"ENSMUSG00000048445"	188	51	39	187	152	147	316	43	2279	342	89	213	142	99	262	51	2105	329	159	34	216	212	162	288	99	2073	"Ccdc57 coiled-coil domain containing 57"
"ENSMUSG00000048458"	1382	78	587	32	6	379	357	62	21	2161	69	25	9	366	293	61	37	2262	124	985	32	12	510	482	106	26	"Inka2 inka box actin regulator 2"
"ENSMUSG00000048478"	155	8	196	58	13	65	22	6	8201	210	2	80	19	63	36	9	5491	165	8	225	125	9	53	40	10	8602	"Spata33 spermatogenesis associated 33"
"ENSMUSG00000048489"	9	34	2953	103	905	1443	228	54	8	6	42	126	4450	564	45	31	13	6	56	2509	62	1886	1072	237	57	6	"Depp1 DEPP1 autophagy regulator"
"ENSMUSG00000048498"	1	24	7	5	54	125	2	106	0	2	18	1	56	155	1	322	1	0	0	0	0	21	38	0	105	0	"Cd300e CD300E molecule"
"ENSMUSG00000048534"	9	1212	14	9	23	198	9	384	1	6	1217	19	28	157	14	368	0	9	1272	123	6	53	144	33	357	4	"Jaml junction adhesion molecule like"
"ENSMUSG00000048602"	81	1	2	3	0	2	33	0	13727	99	0	3	0	1	65	0	11037	81	0	4	12	0	0	58	0	12759	"Morc2b microrchidia 2B"
"ENSMUSG00000048644"	4150	61	9	43	9	254	10	33	531	5450	74	44	13	119	30	32	674	6424	134	17	44	21	211	0	26	647	"Ctxn1 cortexin 1"
"ENSMUSG00000048647"	76	77	62	77	290	84	192	41	893	64	12	39	160	35	167	13	858	23	74	30	50	212	66	84	27	900	"Exd1 exonuclease 3'-5' domain containing 1"
"ENSMUSG00000048696"	155	75	90	101	64	178	87	94	9551	147	28	51	51	125	70	85	7916	167	83	140	187	68	392	179	141	5952	"Mex3d mex3 RNA binding family member D"
"ENSMUSG00000048707"	418	1296	108	1067	108	160	163	231	9094	262	1720	836	118	113	56	240	9159	292	1741	89	1229	185	145	77	263	10993	"Tprn taperin"
"ENSMUSG00000048772"	56	112	564	512	695	122	122	16	4865	40	129	331	705	80	59	12	5295	38	192	374	502	523	125	113	20	4687	"Tmem53 transmembrane protein 53"
"ENSMUSG00000048782"	87	56	9	15	395	3	2	3	40	75	31	29	569	0	16	0	41	43	50	13	34	417	4	29	1	45	"Insc INSC spindle orientation adaptor protein"
"ENSMUSG00000048794"	104	11	35	19	38	358	20	8	2318	190	11	11	29	397	49	11	2357	208	17	30	28	170	387	95	9	1577	"Cfap100 cilia and flagella associated protein 100"
